RestaurantName,Latitude,Longitude,FoodItem,MenuTypeIndex,MenuType,DishTypeIndex,DishType,AddOn,Description,Dairy,Milk,Eggs,ShellFish,Fish,TreeNuts,Peanuts,Wheat,Soybeans,Sesame,Vegan,Vegetarian,GlutenFree,Pescatarian,NOTE:
DIG Inn,,,Backyard BBQ Chicken Plate,1,Regular,4,Chef's Specials,,"Pickle Slaw (Green cabbage, shredded pickled carrots [sugar, sea salt, pickle brine], pickles, parsley, Dig Sauce [vegan mayonnaise, Sriracha {Canola oil, Fresno pepper, sea salt, agave, tomato paste, apple cider vinegar, garlic, water}, smoked black pepper, garlic powder]), Roasted Street Corn (Roasted corn [garlic oil, corn, sea salt, chili flake], green cabbage, peppadew peppers, cilantro, parsley, grated parmesan, lime juice, garlic aioli [Silken tofu, garlic, cayenne, sea salt, mustard powder, apple cider vinegar, canola oil, extra virgin olive oil]), BBQ Chicken (Skinless chicken thigh, charred chicken marinade [extra virgin olive oil, yellow onion, lemon, sea salt, water, smoked sweet paprika, coriander, onion powder, mustard seed, fennel seed]), barbecue sauce [crushed tomato, molasses, dijon mustard, apple cider vinegar, garlic oil {garlic, sunflower oil}, onion powder, garlic powder, black pepper, sweet pimenton, sea salt]), spicy dill pickle spear ",,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,
DIG Inn,,,Backyard BBQ Tofu Plate,1,Regular,4,Chef's Specials,,"Pickle Slaw (Green cabbage, shredded pickled carrots [sugar, sea salt, pickle brine], pickles, parsley, Dig Sauce [vegan mayonnaise, Sriracha {Canola oil, Fresno pepper, sea salt, agave, tomato paste, apple cider vinegar, garlic, water}, smoked black pepper, garlic powder]), Roasted Street Corn (Roasted corn [garlic oil, corn, sea salt, chili flake], green cabbage, peppadew peppers, cilantro, parsley, grated parmesan, lime juice, garlic aioli [Silken tofu, garlic, cayenne, sea salt, mustard powder, apple cider vinegar, canola oil, extra virgin olive oil]), BBQ Tofu (tofu, corn starch, coriander, crushed red pepper, sea salt, smoked paprika,  dried oregano, canola oil, barbecue sauce [crushed tomato, molasses, dijon mustard, apple cider vinegar, garlic oil {garlic, sunflower oil}, onion powder, garlic powder, black pepper, sweet pimenton, sea salt]), spicy dill pickle spear ",Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,
DIG Inn,,,homestyle herb chicken,1,Regular,4,Chef's Specials,,"Mashed potatoes (Yukon gold potatoes, heavy cream, butter, garlic oil [garlic, sunflower oil], sea salt), charred broccoli with lemon (Broccoli, sea salt, garlic oil [garlic, sunflower oil], lemon, Maldon sea salt), chili lime brussels (Brussels sprouts, red onion, sweet chili sauce [ginger, garlic, apple cider vinegar, gochugaru flakes, crushed red pepper, agave, canola oil, sea salt], salt, sugar, canola oil, smoked black pepper, mint, basil, lime juice), herb roasted chicken breast (Chicken breast, Herb Marinade [canola oil, garlic, parsley, rosemary, oregano, thyme, coriander, paprika, sea salt]), poultry gravy (Turkey Stock [water, turkey stock, natural flavor, salt, yeast extract, sugar, and turkey fat], Wheat Starch, Corn Starch, Chicken Fat, [chicken fat, rosemary], spice, sea salt, granulated sugar, caramel color, onion powder, carrot powder [carrot, rice hull], nisin, rosemary oil [rosemary, sunflower oil], smoked black pepper, sea salt)",Y,,N,N,N,N,N,Y,N,N,N,N,N,N,
DIG Inn,,,spicy salmon and veg bowl,1,Regular,4,Chef's Specials,,"Seared Wild Salmon (Wild Alaskan salmon, seasoning blend [sea salt, black pepper, paprika, dried oregano, garlic powder, mustard powder, granulated sugar], canola oil), Herb Rice (Brown rice [brown rice, water, sea salt, bay leaf], cilantro puree [cilantro, parsley, garlic oil {sunflower oil, garlic}, sea salt]), Farm Greens (Mesclun greens, green cabbage, mint), Roasted Sweet Potatoes (Sweet potato, sweet potato marinade [canola oil, sea salt, black pepper], Rosemary Oil [Sunflower Oil, Rosemary], extra virgin olive oil, Maldon sea salt), Charred Broccoli with Lemon (Broccoli, sea salt, garlic oil [garlic, sunflower oil], lemon, Maldon sea salt), Garlic Aioli (tofu, garlic, cayenne, sea salt, mustard powder, apple cider vinegar, canola oil, extra virgin olive oil), Sriracha (canola oil, Fresno pepper, sea salt, agave nectar, tomato paste, apple cider vinegar, garlic, water) ",N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,
DIG Inn,,,sweet chili salmon plate,1,Regular,4,Chef's Specials,,"Brown rice (Classic Brown Rice [brown rice, water, sea salt, bay leaf], thyme oil [Sunflower Oil, thyme], apple cider vinegar, lime juice, Maldon sea salt, parsley), charred broccoli with lemon (broccoli, sea salt, Garlic Oil [garlic, sunflower oil]), sweet chili sauce (ginger, garlic, apple cider vinegar, gochugaru flakes, crushed red pepper, agave, canola oil, sea salt), seared wild salmon (Wild Alaskan salmon, seasoning blend [sea salt, black pepper, paprika, dried oregano, garlic powder, mustard powder, granulated sugar], canola oil), avocado (extra virgin olive oil, Maldon sea salt)",N,,N,N,Y,N,N,N,N,N,N,N,Y,Y,
DIG Inn,,,sweet chili tofu plate,1,Regular,4,Chef's Specials,,"Brown rice (Classic Brown Rice [brown rice, water, sea salt, bay leaf], thyme oil [Sunflower Oil, thyme], apple cider vinegar, lime juice, Maldon sea salt, parsley), charred broccoli with lemon (broccoli, sea salt, Garlic Oil [garlic, sunflower oil]), sweet chili sauce (ginger, garlic, apple cider vinegar, gochugaru flakes, crushed red pepper, agave, canola oil, sea salt), Crispy Baked Tofu (Corn Starch, Coriander, Crushed Red Pepper, Sea Salt, Smoked Paprika, Oregano)",N,,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,
DIG Inn,,,steak and potatoes plate ,1,Regular,4,Chef's Specials,,"Mashed potatoes (yukon gold potatoes, heavy cream, butter, garlic oil [garlic, sunflower oil], sea salt), chili lime brussels (Brussels sprouts, red onion, sweet chili sauce [ginger, garlic, apple cider vinegar, gochugaru flakes, crushed red pepper, agave, canola oil, sea salt], salt, sugar, canola oil, smoked black pepper, mint, basil, lime juice), grilled sirloin steak (sirloin steak, sea salt, black pepper, smoked paprika, canola oil), grilled onion relish (red onion, balsamic vinegar, powdered sugar, garlic oil, sea salt, smoked black pepper)",Y,,N,N,N,N,N,N,N,N,N,N,Y,N,
DIG Inn,,,kale caesar salad,1,Regular,5,Dig Greens,,"Kale Caesar (Green kale, Tuscan kale, green cabbage, Cashew Caesar dressing (lemon juice, cashews, coconut aminos, garlic, dijon mustard, sea salt, black pepper, red wine vinegar, canola oil, water), Candied Cashew (cashew, maple syrup, sea salt, sugar, canola oil, cayenne pepper, Chinese f ive spice, black pepper), chili flake, lemon juice, Maldon sea salt.), Tomatoes & Cucumbers (Persian Cucumbers and Heirloom Cherry Tomatoes, Pickled Red Onions (cider vinegar, water, sea salt, sugar, Peppadew Peppers, Vinegar), Mint, Parsley, black pepper, Maldon sea salt.), Avocado, Maldon Sea Salt, Olive Oil, Seasoned Breadcrumb (panko breadcrumb, garlic oil [garlic, sunflower oil], onion powder, sea salt, smoked sweet paprika, black pepper) ",N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,
DIG Inn,,,avo grain bowl ,1,Regular,5,Dig Greens,,"Farm Greens w/ Mint (mesclun greens, green cabbage, mint), Farro (farro [water, sea salt, bay leaf, dried oregano, rosemary, basil], gremolata [rosemary, marjoram, parsley, garlic, sea salt, canola oil, extra virgin olive oil], celery, parsley, lemon juice, black pepper), Tomatoes & Cucumbers (Persian Cucumbers and Heirloom Cherry Tomatoes, Pickled Red Onions (cider vinegar, water, sea salt, sugar, Peppadew Peppers, Vinegar), Mint, Parsley, black pepper, Maldon sea salt.), Sheet Tray Carrots (Coriander spiced carrot [carrot, canola oil, coriander, sea salt, chili flake], Gremolata Pesto [Marjoram, Parsley, rosemary, garlic, canola oil, extra virgin olive oil, sea salt], lemon, Maldon sea   salt), Avocado (Maldon Sea Salt, Olive Oil) Balsamic Vinaigrette (Balsamic Vinegar, Canola Oil, mustard, agave, shallot, garlic, rosemary) ",N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,
DIG Inn,,,kale apple crunch,1,Regular,5,Dig Greens,,"Kale tuscan chopped, apple, lemon, dried cranberries, romaine lettuce, Jasper Hill shredded cheese, balsamic vinaigrette (balsamic vinegar, shallot, agave, sea salt, canola oil, dijon mustard, rosemary, garlic), roasted pumpkin seed (pumpkin seed, sea salt, canola oil), maldon sea salt.",Y,,N,N,N,N,N,N,N,N,N,Y,Y,Y,
DIG Inn,,,kale caesar salad with crispy chicken,1,Regular,5,Dig Greens,,"Kale Caesar (Green kale, Tuscan kale, green cabbage, Cashew Caesar dressing (lemon juice, cashews, coconut aminos, garlic, dijon mustard, sea salt, black pepper, red wine vinegar, canola oil, water), Candied Cashew (cashew, maple syrup, sea salt, sugar, canola oil, cayenne pepper, Chinese f ive spice, black pepper), chili flake, lemon juice, Maldon sea salt.), Tomatoes & Cucumbers (Persian Cucumbers and Heirloom Cherry Tomatoes, Pickled Red Onions (cider vinegar, water, sea salt, sugar, Peppadew Peppers, Vinegar), Mint, Parsley, black pepper, Maldon sea salt.), Avocado, Maldon Sea Salt, Olive Oil, Seasoned Breadcrumb (panko breadcrumb, garlic oil [garlic, sunflower oil], onion powder, sea salt, smoked sweet paprika, black pepper), Crispy Chicken (Charred Chicken, Skinless chicken thigh, Herb Marinade [canola oil, garlic, parsley, rosemary, oregano, thyme, coriander, paprika, sea salt], Buttermilk, Cornflakes, AP Flour, baking soda, baking powder.  ",Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,
DIG Inn,,,Avo grain bowl with cripsy tofu,1,Regular,5,Dig Greens,,"Farm Greens w/ Mint (Romaine lettuce, mesclun, mint), Farro (Farro (Farro, sea salt, bay leaf, allspice, cinnamon stick, candied orange peel, carrot, canola oil), olive oil, parsley, celery, maldon salt), Tomatoes & Cucumbers (Persian Cucumbers and Heirloom Cherry Tomatoes, Pickled Red Onions (cider vinegar, water, sea salt, sugar, Peppadew Peppers, Vinegar), Mint, Parsley, black pepper, Maldon sea salt.), Carrots (Coriander spiced carrot (carrot, canola oil, coriander, sea salt, chili flake), Gremolata Pesto (Marjoram, Parsley, garlic, canola oil, Maldon, sea salt, black pepper), lemon, Maldon sea   salt. ), Avocado, Maldon Sea Salt, Olive Oil, Balsamic Vinaigrette (Balsamic Vinegar Canola Oil, mustard, agave, shallot, garlic, rosemary.), Crispy Tofu (Tofu (Corn Starch, Coriander, Crushed Red Pepper, Sea Salt, Smoked Paprika, dried Oregano) ",N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,
DIG Inn,,,kale apple crunch with seared salmon,1,Regular,5,Dig Greens,,"Kale tuscan chopped, apple, lemon, dried cranberries, romaine lettuce, jasper hill cheese, balsamic vinaigrette (balsamic vinegar, shallot, agave, sea salt, canola oil, dijon mustard, rosemary, garlic), roasted pumpkin seed (pumpkin seed, sea salt, canola oil), maldon sea salt, Wild Alaskan salmon, seasoning blend (sea salt, black pepper, paprika, dried oregano, garlic powder, mustard powder, granulated sugar), canola oil.",Y,,N,N,Y,N,N,N,N,N,N,N,Y,Y,
DIG Inn,,,kale caesar salad with chargrilled steak,1,Regular,5,Dig Greens,,"Kale Caesar (Green kale, Tuscan kale, Cashew Caesar dressing (lemon juice, cashews, coconut aminos, garlic, dijon mustard, sea salt, black pepper, red wine vinegar, canola oil, water), Candied Cashew (cashew, maple syrup, sea salt, sugar, canola oil, cayenne pepper, Chinese five spice, black pepper), chili flake, Romaine lettuce, lemon juice, Maldon sea salt.), Tomatoes & Cucumbers (Persian Cucumbers and Heirloom Cherry Tomatoes, Pickled Red Onions (cider vinegar, water, sea salt, sugar, Peppadew Peppers, Vinegar), Mint, Parsley, black pepper, Maldon sea salt.), Avocado, Maldon Sea Salt, Olive Oil, Seasoned Breadcrumb (panko breadcrumb, garlic oil [garlic, sunflower oil], onion powder, sea salt, smoked sweet paprika, black pepper), grilled sirloin steak (Sirloin steak, sea salt, black pepper, smoked paprika, canola oil)",N,,N,N,N,Y,N,Y,N,N,N,N,N,N,
DIG Inn,,,Garlic Aioli ,1,Regular,6,Sauces & Dressings,,"Silken tofu, garlic, cayenne, sea salt, mustard powder, apple cider vinegar, canola oil, extra virgin olive oil ",N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,
DIG Inn,,,Pesto,1,Regular,6,Sauces & Dressings,,"Garlic, caper, shallot, mustard, garlic, champagne vinegar, sea salt, black pepper, canola oil, extra virgin olive oil, basil, parsley ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,Sriracha ,1,Regular,6,Sauces & Dressings,,"Canola oil, Fresno pepper, sea salt, agave, tomato paste, apple cider vinegar, garlic, water ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,rosemary vinaigrette ,1,Regular,6,Sauces & Dressings,,"Rosemary, garlic, shallot, red wine vinegar, sea salt, canola oil, extra virgin olive oil, water.",N,,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,Maple Hot Honey,1,Regular,6,Sauces & Dressings,,"Sriracha (Canola oil, Fresno pepper, sea salt, agave, tomato paste, apple cider vinegar, garlic, water), Honey, Maple Syrup.  ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,Cashew Caesar Dressing,1,Regular,6,Sauces & Dressings,,"Lemon juice, cashews, coconut aminos, garlic, dijon mustard, sea salt, black pepper, red wine vinegar, canola oil, water ",N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,Balsamic Vinaigrette ,1,Regular,6,Sauces & Dressings,,"Balsamic Vinegar Canola Oil, mustard, agave, shallot, garlic, rosemary. ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,Nashville Hot Sauce,1,Regular,6,Sauces & Dressings,,"Chili powder, maple syrup, crushed red pepper, smoked black pepper, paprika, canola oil, shallot, garlic, cayenne, sea salt ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,vegan ranch,1,Regular,6,Sauces & Dressings,,"Vegan Mayonnaise, Garlic Powder, Onion Powder, Black Pepper, White Vinegar.",N,,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,
DIG Inn,,,BBQ Sauce,1,Regular,6,Sauces & Dressings,,"Crushed tomato, molasses, dijon mustard, apple cider vinegar, garlic oil {garlic, sunflower oil}, onion powder, garlic powder, black pepper, sweet pimenton, sea salt ",N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,
DIG Inn,,,gravy,1,Regular,6,Sauces & Dressings,,"Turkey Stock (water, turkey stock, natural flavor, salt, yeast extract, sugar, and turkey fat), Wheat Starch, Corn Starch, Chicken Fat, (chicken fat, rosemary), spice, sea salt, granulated sugar, caramel color, onion powder, carrot powder (carrot, rice hull), nisin, rosemary oil (rosemary, sunflower oil), smoked black pepper, sea salt)",N,,N,N,N,N,N,Y,N,N,N,Y,N,Y,
DIG Inn,,,Iced Lemon Cake,1,Regular,7,Desserts,,"Bread flour, butter, buttermilk, lemon juice, sugar, baking powder, baking soda, sea salt, lemon zest, egg, powdered sugar ",Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,
DIG Inn,,,Flourless Brownie ,1,Regular,7,Desserts,,"Dark chocolate, sugar, free-range egg, sweet potato puree (sweet potato, canola oil, extra virgin olive oil, black pepper, paprika, sea salt), vanilla extract, sea salt, baking soda, baking powder, Maldon sea salt. ",N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,
DIG Inn,,,Chocolate Chip Cookie,1,Regular,7,Desserts,,"Flour, butter, Milk, Sugar, Brown Sugar, Dark Chocolate, Vanilla, Sea Salt ",Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,
SweetGreen,,,Chicken Pesto Parm,1,Regular,3,Bowls,,"Roasted chicken, spicy broccoli, tomatoes, shaved parmesan, Za'Tr Breadcrumbs, herbed quinoa, baby spinach, sweetgreen hot sauce, pesto vinaigrette",Y,,N,N,N,N,N,Y,Y,Y,,,,,
SweetGreen,,,Crispy Rice Bowl,1,Regular,3,Bowls,,"Blackened Chicken, raw carrots, shredded cabbage, cucumbers, cilantro, roasted almonds, cripsy rice, wild rice, arugula, lime squeeze, spicy cashew",N,,N,N,N,Y,N,N,N,Y,,,,,
SweetGreen,,,Harvest Bowl,1,Regular,3,Bowls,,"Roasted chicken, roasted sweet potatoes, apples, goat cheese, roasted almonds, wild rice, shredded kale, balsamic vinaigrette",Y,,N,N,N,Y,N,N,N,N,,,,,
SweetGreen,,,Shroomami,1,Regular,3,Bowls,,"Roasted tofu, warm portobello mix, cucumbers, basil, shredded cabbage, roasted almonds, wild rice, shredded kale, miso sesame ginger",N,,N,N,N,Y,N,N,Y,Y,,,,,
SweetGreen,,,Steakhouse Chopped,1,Regular,3,Bowls,,"Caramelized garlic steak, shredded cabbage, tomatoes, cripsy onions, blue cheese, herbed quinoa, chopped romaine, green goddess ranch",Y,,Y,N,N,N,N,Y,N,N,,,,,
SweetGreen,,,Caramelized Garlic Steak,1,Regular,2,Protein Plates,,"Caramelized garlic steak, spicy broccoli, tomatoes, warm roasted sweet potatoes, wild rice (x2), pesto vinaigrette",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Hot Honey Chicken,1,Regular,2,Protein Plates,,"Blackened chicken, warm roasted sweet potatoes, veg slaw, crispy onions, herbed quinoa, hot honey mustard sauce",N,,Y,N,N,N,N,Y,N,N,,,,,
SweetGreen,,,Miso Glazed Salmon,1,Regular,2,Protein Plates,,"Miso glazed salmon, avocado, cucumbers, pickled onions, crispy onions, white rice, nori sesame seasoning, spicy cashew",N,,N,N,Y,Y,N,Y,Y,Y,,,,,
SweetGreen,,,Chicken Avocado Ranch,1,Regular,3,Bowls,,"Blackened chicken, avocado, pickled onions, apples, tortilla chips, white rice, chopped romaine, green goddess ranch",Y,,Y,N,N,N,N,N,Y,N,,,,,
SweetGreen,,,Fish Taco (Online Only),1,Regular,3,Bowls,,"Miso glazed salmon, avocado, shredded cabbage, cilantro, tortilla chips, herbed quinoa, spring mix, sweetgreen hot sauce, lime cilantro jalapeño vinaigrette",N,,N,N,Y,N,N,N,Y,N,,,,,
SweetGreen,,,Kale Caesar,1,Regular,4,Salads,,"Roasted chicken, tomatoes, parmesan crisps, shaved parmesan, shredded kale, chopped romaine, lime squeeze, caesar",Y,,Y,N,Y,N,N,N,N,N,,,,,
SweetGreen,,,Guacamole Greens,1,Regular,4,Salads,,"Roasted chicken, avocado, tomatoes, pickled onions, shredded cabbage, tortilla chips, spring mix, chopped romaine, lime squeeze, lime cilantro jalapeño vinaigrette",N,,N,N,N,N,N,N,Y,N,,,,,
SweetGreen,,,Super Green Goddess (Online Only),1,Regular,4,Salads,,"Chickpeas, roasted sweet potatoes, raw carrots, spicy broccoli, shredded cabbage, roasted almonds, baby spinach, shredded kale, green goddess ranch",Y,,Y,N,N,Y,N,N,N,N,,,,,
SweetGreen,,,BBQ Chicken Salad,1,Regular,4,Salads,,"Blackened chicken, shredded cabbage, pickled onions, tomatoes, apples, tortilla chips, chopped romaine, shredded kale, honey BBQ sauce, green goddess ranch",Y,,Y,N,N,N,N,N,Y,N,,,,,
SweetGreen,,,Hummus Crunch,1,Regular,4,Salads,,"Hummus, chickpeas, tomatoes, cucumbers, shredded cabbage, spicy banana peppers, basil, za’atar breadcrumbs, chopped romaine, shredded kale, pesto vinaigrette",N,,N,N,N,N,N,Y,Y,Y,,,,,
SweetGreen,,,Buffalo Chicken (Online Only),1,Regular,4,Salads,,"Blackened chicken, pickled onions, tomatoes, raw carrots, cilantro, blue cheese, za’atar breadcrumbs, shredded kale, chopped romaine, sweetgreen hot sauce, caesar",Y,,Y,Y,N,N,N,Y,Y,Y,,,,,
SweetGreen,,,Garden Cobb (Online Only),1,Regular,4,Salads,,"Avocado, hard boiled egg, roasted sweet potatoes, tomatoes, blue cheese, roasted almonds, spring mix, chopped romaine, balsamic vinaigrette",Y,,Y,N,N,Y,N,N,N,N,,,,,
SweetGreen,,,Kale Caesar (Steak),1,Regular,4,Salads,,"Caramelized garlic steak, tomatoes, parmesan crisps, shaved parmesan, chopped romaine, shredded kale, caesar, lime squeeze",Y,,Y,N,Y,N,N,N,N,N,,,,,
SweetGreen,,,Ranchy Chicken + Rice,1,Regular,5,Kids Meals,,"Roasted chicken, cucumbers, parmesan crisps, wild rice, green goddess ranch *Select sg restaurants only.",Y,,Y,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Little Harvest ,1,Regular,5,Kids Meals,,"Roasted chicken, warm roasted sweet potatoes, apples, balsamic vinaigrette",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Mini Mezze,1,Regular,5,Kids Meals,,"Roasted chicken, cucumbers, hummus, tortilla chips",N,,N,N,N,N,N,N,Y,Y,,,,,
SweetGreen,,,Honest Kids Apple Juice,1,Regular,5,Kids Meals,,Organic juice with no added sugar or artificial sweeteners.,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Rosemary Focaccia ,1,Regular,6,Sides,,Locally-made rosemary focaccia,N,,N,N,N,N,N,Y,N,N,,,,,
SweetGreen,,,SG X Siete: Green Goddess Ranch Potato Chips,1,Regular,6,Sides,,Meet the match that marries Sweetgreen flavor with a Siete potato chip.,N,,N,N,N,N,N,N,N,N,,,,,
